"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.058638704E2,-9.947481006E-2,-2.294588327E0,5.659208298E-1
4.058816884E2,3.561080992E-1,-2.118785620E0,-4.620075226E-1
4.058994982E2,8.719958067E-1,-1.567046523E0,-1.322652817E0
4.059173143E2,9.760816693E-1,-9.474352598E-1,-2.502552032E0
4.059351283E2,1.020167828E0,-2.248511314E-1,-3.867697716E0
4.059529498E2,8.346754313E-1,2.757415771E-1,-4.932472706E0
4.059707672E2,6.487337351E-1,4.716231823E-1,-5.292956352E0
4.059885817E2,1.648415923E-1,1.611423492E-1,-4.766162395E0
4.060063971E2,-3.625618815E-1,-1.621992588E-1,-4.506947041E0
4.060242120E2,-6.450498104E-1,-3.202424049E-1,-4.206091404E0
4.060420297E2,-7.548990250E-1,-5.399690866E-1,-2.834503651E0
4.060598433E2,-7.123306990E-1,-4.789092541E-1,-1.532280922E0
4.060776611E2,-4.298403263E-1,-4.485309124E-2,-6.277685165E-1
4.060954757E2,-2.306506634E-1,5.374230146E-1,-1.359214783E-1
4.061132872E2,-8.556783199E-2,1.033694983E0,5.581197739E-1
4.061311074E2,2.685949206E-1,1.463698626E0,1.382164001E0
4.061489225E2,1.031467199E0,1.950913072E0,2.737718582E0
4.061667336E2,1.378083944E0,2.026620150E0,4.265843391E0
4.061845546E2,8.249688745E-1,1.759801745E0,4.528985977E0
4.062023644E2,5.981357098E-1,2.017668009E0,4.019664764E0
4.062201851E2,1.088461399E0,1.506328225E0,3.749588966E0
4.062380014E2,1.530702829E0,-7.029189467E-1,6.164544106E0
4.062558160E2,5.183392763E-1,-3.745784044E0,8.805171013E0
4.062736342E2,-5.079250932E-1,-4.552874565E0,6.899307251E0
4.062914451E2,9.201931953E-1,-2.219381809E0,3.127696037E0
4.063092675E2,1.664725542E0,-1.345010281E0,2.821693420E-1
4.063270800E2,2.324743748E0,-9.750877023E-1,-7.765254974E-1
4.063448950E2,2.956376553E0,-8.487313986E-1,-8.943519592E-1
4.063627000E2,3.557016373E0,-3.407289982E-1,-9.884510040E-1
4.063805268E2,3.754944801E0,4.908157587E-1,-1.350487709E0
4.063983349E2,3.089244127E0,7.786338329E-1,-1.812079430E0
4.064161608E2,1.560164213E0,2.106736898E-1,-3.034353733E0
4.064339744E2,2.795937061E-1,-4.644062519E-1,-3.813552380E0
4.064517897E2,-4.300861955E-1,-8.140548468E-1,-4.163290501E0
4.064696012E2,-1.039624929E0,-1.117672563E0,-4.444348335E0
4.064874204E2,-1.464613199E0,-1.253231525E0,-4.787224770E0
4.065052388E2,-1.558193684E0,-1.220732450E0,-4.688494682E0
4.065230513E2,-1.628586292E0,-1.282290578E0,-4.404902935E0
4.065408635E2,-1.344498873E0,-1.122230053E0,-4.299320221E0
4.065586888E2,-8.585962057E-1,-8.865940571E-1,-3.168578148E0
4.065764993E2,-4.631718397E-1,-6.367777586E-1,-1.948081017E0
4.065943110E2,1.797886491E-1,-2.469362020E-1,-6.820678711E-2
4.066121310E2,7.776482105E-1,5.758312941E-1,2.729616165E-1
4.066299469E2,1.541232586E0,1.707707286E0,1.035874367E0
4.066477621E2,1.219626307E0,1.990749121E0,1.829493523E0
4.066655737E2,7.444657087E-1,2.238824844E0,1.547513962E0
4.066833983E2,5.604484081E-1,2.268349648E0,1.886718750E0
4.067012047E2,5.652910471E-1,1.475452662E0,3.818737984E0
4.067190238E2,4.613810480E-1,4.511721134E-1,6.276778221E0
4.067368409E2,2.913672924E-1,3.029154539E-1,7.150659561E0
4.067546578E2,-8.402571082E-2,2.370102167E0,4.935720444E0
4.067724725E2,1.313551664E-1,4.476733208E0,-9.552288055E-2
4.067902807E2,1.027410626E-1,2.641086817E0,3.638973236E-1
4.068081066E2,-5.707342029E-1,-1.364906311E0,3.662415504E0
4.068259193E2,-1.651439786E0,-3.686775446E0,4.109358788E0
4.068437355E2,-2.788030386E0,-3.565218925E0,2.900619507E-1
4.068615504E2,-2.762609959E0,-2.445687294E0,-1.691564083E0
4.068793666E2,-2.244302273E0,-1.975319266E0,-1.772564411E0
4.068971822E2,-1.227380037E0,-1.883693695E0,-6.384143829E-1
4.069149983E2,-1.166179255E-1,-2.129886150E0,1.393126488E0
4.069328086E2,1.215328932E0,-1.800875068E0,2.606087685E0
4.069506291E2,1.568389654E0,-1.499232292E0,1.781292915E0
4.069684452E2,1.500467420E0,-8.347107768E-1,-1.338787079E-1
4.069862609E2,6.986520290E-1,-6.183874607E-1,-2.663468838E0
4.070040763E2,1.479835957E-1,-2.734853029E-1,-4.333209038E0
4.070218908E2,-3.427619934E-1,-1.250905991E-1,-5.361279011E0
4.070397061E2,-5.150956511E-1,-7.680487633E-2,-5.797348976E0
4.070575267E2,-5.950421095E-1,-2.915062904E-1,-5.171926975E0
4.070753349E2,-6.139475703E-1,-6.636831760E-1,-4.102408409E0
4.070931550E2,-7.781984806E-1,-1.051607609E0,-3.457595825E0
4.071109706E2,-5.309978724E-1,-8.374318480E-1,-2.813005447E0
4.071287865E2,-4.224304855E-1,-1.959753036E-1,-2.914505482E0
4.071466016E2,-1.136551052E-1,7.078864574E-1,-3.010125637E0
4.071644130E2,4.290891588E-1,1.383829832E0,-1.779605389E0
4.071822332E2,9.798006415E-1,1.885104895E0,5.501337051E-1
4.072000491E2,1.373230815E0,2.227388859E0,2.915026665E0
4.072178632E2,1.605520964E0,2.547611237E0,4.326515198E0
4.072356878E2,1.611946940E0,2.560807705E0,4.725351334E0
4.072534950E2,1.484729886E0,2.142104149E0,5.399527550E0
4.072713085E2,4.277684093E-1,1.913864017E0,5.771522522E0
4.072891270E2,1.247328639E0,2.257377625E0,3.021525383E0
4.073069431E2,2.262549877E0,7.508790493E-1,3.634948730E0
4.073247590E2,3.250675797E-1,-4.482173443E0,7.480253220E0
4.073425746E2,-1.876765847E0,-7.103621483E0,6.162322998E0
4.073603900E2,-1.304989576E0,-4.452715874E0,1.043085098E0
4.073782059E2,5.160456896E-2,-1.725085497E0,-2.918778419E0
4.073960217E2,1.583792686E0,-6.616456509E-1,-2.578349590E0
4.074138364E2,2.743041277E0,-7.345194817E-1,6.068639755E-1
4.074316541E2,3.356750250E0,-3.212381601E-1,2.175266266E0
4.074494720E2,3.768825054E0,8.401837349E-1,2.380442619E0
4.074672797E2,3.290771008E0,1.580940843E0,1.075540543E0
4.074850993E2,1.600609541E0,9.402278662E-1,-5.572052002E-1
4.075029166E2,2.233096957E-1,1.297463179E-1,-1.589742661E0
4.075207284E2,-6.059015393E-1,-4.542465210E-1,-2.684791565E0
4.075385379E2,-1.107067227E0,-9.333965778E-1,-3.212590694E0
4.075563630E2,-1.386480808E0,-1.124313354E0,-3.823740959E0
4.075741782E2,-1.456368685E0,-1.113615036E0,-4.660732746E0
4.075919943E2,-1.181055069E0,-1.008013487E0,-5.199827194E0
4.076098101E2,-1.040347457E0,-1.095360518E0,-5.326400280E0
4.076276258E2,-1.170649409E0,-1.329880238E0,-5.330279350E0
4.076454410E2,-1.031501412E0,-1.256909132E0,-4.769084930E0
4.076632567E2,-5.037089586E-1,-9.082869291E-1,-3.142855167E0
4.076810727E2,-1.907070577E-1,-3.534075022E-1,-1.743061066E0
4.076988842E2,2.502529621E-1,5.607093573E-1,-6.856117249E-1
4.077167032E2,5.940039158E-1,1.380253077E0,6.511335373E-1
4.077345196E2,6.914007068E-1,1.742632508E0,2.599413872E0
4.077523315E2,4.068074822E-1,1.527484179E0,4.667516708E0
4.077701472E2,2.333690822E-1,9.487135410E-1,6.518582344E0
4.077879652E2,1.893774271E-1,1.228950262E0,7.238773346E0
4.078057839E2,-4.508733749E-1,3.154703617E0,4.057745934E0
4.078235982E2,-6.526889801E-1,2.693794250E0,2.308036804E0
4.078414142E2,2.087082565E-1,2.190998793E-1,5.812274933E0
4.078592291E2,1.069867611E-2,-1.914152145E0,7.498207092E0
4.078770450E2,-3.035866916E-1,-1.867514968E0,4.785732269E0
4.078948598E2,-5.890656710E-1,-7.319061756E-1,7.446680069E-1
4.079126780E2,-1.462162971E0,-5.372898579E-1,-1.360381126E0
4.079304921E2,-2.010392427E0,-1.151844025E0,-7.287225723E-1
4.079483031E2,-1.679420471E0,-1.700485706E0,5.588159561E-1
4.079661237E2,-1.617896676E0,-2.676259995E0,1.028774261E0
4.079839396E2,-1.366181612E0,-3.426666975E0,1.159782410E0
4.080017545E2,-9.371235371E-1,-3.522977829E0,3.513164520E-1
4.080195665E2,-4.636368901E-2,-2.503732681E0,-9.843053818E-1
4.080373865E2,7.606195807E-1,-1.202602744E0,-2.518371582E0
4.080552013E2,1.085006714E0,-2.366828918E-2,-4.142947674E0
4.080730185E2,8.917207718E-1,5.674393177E-1,-5.278361320E0
4.080908323E2,1.756425500E-1,2.334313393E-1,-5.710727692E0
4.081086501E2,-4.272478521E-1,-6.266021729E-2,-5.545790672E0
4.081264655E2,-1.081168771E0,-4.326424599E-1,-5.342780113E0
4.081442841E2,-1.380710125E0,-6.298453808E-1,-4.851282120E0
4.081620960E2,-1.039974809E0,-4.523062706E-1,-3.657395363E0
4.081799118E2,-7.588138580E-1,-3.518066406E-1,-1.581528664E0
4.081977280E2,-8.718931675E-1,-2.927826643E-1,1.498031616E-2
4.082155430E2,-6.444648504E-1,3.935545683E-1,1.110864639E0
4.082333544E2,-1.786772311E-1,1.345018029E0,1.393627167E0
4.082511747E2,4.521142840E-1,2.108398914E0,2.121564865E0
4.082689907E2,1.211009026E0,2.667263031E0,3.246009827E0
4.082868057E2,1.564756870E0,2.821190357E0,4.119353294E0
4.083046216E2,1.319010735E0,2.332692623E0,4.505414009E0
4.083224412E2,9.037813544E-1,1.849951625E0,4.783873558E0
4.083402531E2,4.008464217E-1,1.918587446E0,3.357384682E0
4.083580652E2,5.758680105E-1,7.984139919E-1,1.777997017E0
4.083758864E2,1.236657143E0,-1.206745863E0,4.031196594E0
4.083937011E2,4.517183304E-1,-4.026200771E0,5.773724556E0
4.084115159E2,-3.597884774E-1,-4.646982193E0,3.848549843E0
4.084293273E2,1.027387977E0,-1.952746153E0,-4.104804993E-2
4.084471471E2,2.674864769E0,-7.703852654E-2,-2.523880959E0
4.084649628E2,3.789949417E0,3.644278049E-1,-2.215554714E0
4.084827672E2,4.130407333E0,-2.551078796E-1,3.469686508E-1
4.085005936E2,3.778621197E0,-5.446569920E-1,1.554590225E0
4.085184099E2,3.062238693E0,-8.759164810E-2,9.464569092E-1
4.085362254E2,1.646178484E0,-1.563041210E-1,-1.430225372E-2
4.085540403E2,4.816919565E-2,-7.302858829E-1,-1.388857841E0
4.085718565E2,-8.697819710E-1,-9.698300362E-1,-2.756580353E0
4.085896700E2,-1.145843029E0,-9.264585972E-1,-3.500509739E0
4.086074879E2,-1.434886813E0,-9.305543900E-1,-4.160101414E0
4.086252995E2,-1.430828571E0,-7.240939140E-1,-4.602614880E0
4.086431192E2,-1.296581507E0,-6.316711903E-1,-4.674376488E0
4.086609349E2,-1.235716224E0,-8.258242607E-1,-4.713292599E0
4.086787509E2,-9.536630511E-1,-1.017847538E0,-4.491557598E0
4.086965668E2,-3.192166090E-1,-9.253020287E-1,-3.967213631E0
4.087143820E2,3.766004145E-1,-5.192112923E-1,-3.234779358E0
4.087321979E2,8.750787973E-1,-1.318008900E-1,-1.958473206E0
4.087500136E2,1.175681353E0,4.783890247E-1,-8.386230469E-1
4.087678241E2,1.293361902E0,1.102881193E0,1.043748856E0
4.087856339E2,1.197008371E0,1.700755835E0,3.298609734E0
4.088034490E2,7.899230719E-1,2.004631042E0,4.716035843E0
4.088212791E2,-2.206470221E-1,1.418149233E0,5.256219864E0
4.088390922E2,-4.116393328E-1,8.835606575E-1,5.882640839E0
4.088569072E2,-7.649263740E-1,1.055528641E0,5.406448364E0
4.088747233E2,-8.515864611E-1,3.122546673E0,2.995923042E0
4.088925389E2,-8.274461627E-1,3.155518532E0,-1.002502441E-2
4.089103561E2,-5.808520317E-1,5.237147808E-1,2.195538521E0
4.089281702E2,-1.446427107E0,-2.028796673E0,3.312217712E0
4.089459860E2,-2.762092829E0,-2.780038834E0,1.128745079E0
4.089638019E2,-2.903690338E0,-1.929407597E0,-1.402550697E0
4.089816176E2,-2.180910587E0,-1.501575232E0,-1.414274216E0
4.089994282E2,-1.308768153E0,-1.937747955E0,1.411943436E0
4.090172488E2,-1.226670742E0,-3.174606800E0,3.985151291E0
4.090350632E2,-7.364343405E-1,-3.278358459E0,5.087019920E0
4.090528806E2,-1.198470592E-1,-2.719554424E0,3.977513313E0
4.090706963E2,1.651338637E-1,-2.102216482E0,1.786264420E0
4.090885102E2,4.903711677E-1,-1.360061765E0,-9.144582748E-1
4.091063245E2,9.822604656E-1,-4.311990738E-1,-3.398007393E0
4.091241430E2,1.465548277E0,4.849809408E-1,-5.330418110E0
4.091419580E2,1.446153641E0,8.042868376E-1,-5.836443901E0
4.091597785E2,8.484157324E-1,3.904933929E-1,-4.248656273E0
4.091775899E2,-2.248655856E-1,-2.294712067E-1,-3.440374374E0
4.091954057E2,-1.052621961E0,-7.448315620E-1,-3.626620293E0
4.092132211E2,-1.250804543E0,-6.294181347E-1,-4.678462029E0
4.092310367E2,-1.125025749E0,-4.673776627E-1,-4.789563656E0
4.092488512E2,-1.199112058E0,-2.826778889E-1,-4.670686722E0
4.092666696E2,-1.091999292E0,3.663599491E-1,-4.060710907E0
4.092844718E2,-4.729146361E-1,1.495644093E0,-2.730913162E0
4.093022946E2,9.462100267E-2,1.802001953E0,6.552963257E-1
4.093201139E2,7.672379613E-1,2.097427368E0,3.629175186E0
4.093379324E2,1.537007213E0,2.526095390E0,5.607412338E0
4.093557463E2,1.525186300E0,2.502989292E0,6.668777466E0
4.093735621E2,6.295783520E-1,1.713085771E0,6.483884811E0
4.093913766E2,1.535138488E-1,2.396384716E0,4.360365868E0
4.094091830E2,1.022656441E0,2.317983627E0,1.702141762E0
4.094270089E2,1.425045609E0,-9.884016514E-1,4.264792442E0
4.094448257E2,4.399123788E-1,-5.203436852E0,8.088449478E0
4.094626393E2,-6.531033516E-1,-6.162165165E0,5.603547096E0
4.094804565E2,9.205131531E-1,-2.894686460E0,1.407594681E-1
4.094982720E2,2.173303604E0,-7.027268410E-1,-2.534376144E0
4.095160876E2,3.216156483E0,1.239249706E-1,-1.594261169E0
4.095338983E2,3.800745010E0,3.931238651E-1,2.591934204E-1
4.095517191E2,3.450513363E0,7.341029644E-1,5.697498322E-1
4.095695294E2,2.258368969E0,6.170799732E-1,-2.343273163E-2
4.095873505E2,6.545500755E-1,6.950855255E-3,-7.840824127E-1
4.096051649E2,-4.624152482E-1,-4.445707798E-1,-1.977361679E0
4.096229817E2,-1.077933073E0,-7.694555521E-1,-3.228425980E0
4.096407979E2,-1.339897037E0,-1.004558802E0,-3.909003735E0
4.096586124E2,-1.200466633E0,-1.155757189E0,-3.794548988E0
4.096764286E2,-8.980256319E-1,-1.095213294E0,-3.823894501E0
4.096942445E2,-8.729839325E-1,-1.257620096E0,-3.809647560E0
4.097120594E2,-9.073524475E-1,-1.390826464E0,-3.540686607E0
4.097298743E2,-7.264084220E-1,-1.146537662E0,-3.587930202E0
4.097476921E2,-2.370234132E-1,-4.762449265E-1,-3.656147003E0
4.097655024E2,3.144963384E-1,5.048365593E-1,-3.227372169E0
4.097833172E2,7.585675716E-1,1.506266117E0,-2.194231510E0
4.098011381E2,4.046641290E-1,1.561438084E0,-7.907571793E-1
4.098189535E2,-7.796885073E-2,1.315068483E0,1.050208092E0
4.098367699E2,3.922964633E-2,1.208304644E0,3.648660660E0
4.098545836E2,-7.202243805E-1,-3.648626804E-2,4.953287125E0
4.098724022E2,-6.241173744E-1,-7.813086510E-1,6.760589600E0
4.098902164E2,1.964032948E-1,-4.065617323E-1,7.499434471E0
4.099080324E2,8.548310995E-1,1.815551758E0,5.762394905E0
4.099258464E2,9.860955477E-1,5.148767948E0,7.857360840E-1
4.099436646E2,5.543291569E-1,4.339933395E0,-1.689018250E0
4.099614791E2,-9.187979698E-1,-8.961224556E-1,2.547303200E0
4.099792907E2,-1.686912894E0,-3.798281908E0,4.476391792E0
4.099971102E2,-2.409383774E0,-4.614658833E0,2.989844322E0
4.100149261E2,-2.189626694E0,-3.745629549E0,6.452379227E-1
4.100327416E2,-1.582652330E0,-2.801374674E0,3.539896011E-1
4.100505577E2,-1.109746933E0,-2.421232700E0,9.621801376E-1
4.100683680E2,9.688928723E-2,-1.669756174E0,1.818400383E0
4.100861877E2,1.196748257E0,-1.085196495E0,2.080958366E0
4.101040057E2,1.938387394E0,-6.137678623E-1,1.161261559E0
4.101218210E2,2.099526405E0,-2.775380611E-1,-7.346067429E-1
4.101396351E2,1.598644257E0,-3.434586525E-2,-2.910797596E0
4.101574513E2,7.852578163E-1,-1.856627464E-1,-4.282057285E0
4.101752676E2,2.399744391E-1,-2.095165253E-1,-5.112016201E0
4.101930829E2,-2.708398700E-1,-3.107092381E-1,-5.722434998E0
4.102108983E2,-7.503190637E-1,-4.677433968E-1,-5.492352009E0
4.102287142E2,-1.028807402E0,-7.155270576E-1,-4.810876369E0
4.102465298E2,-1.154086709E0,-9.686992168E-1,-4.168980598E0
4.102643469E2,-1.036578536E0,-1.014297247E0,-2.987539768E0
4.102821605E2,-8.741886616E-1,-6.320309639E-1,-1.919213295E0
4.102999719E2,-7.195359468E-1,2.724707127E-1,-1.412638664E0
4.103177922E2,-5.902823806E-1,1.296042442E0,-1.082446098E0
4.103356083E2,-2.027630806E-3,2.261290312E0,-1.927433014E-1
4.103534235E2,6.365459561E-1,2.472765207E0,1.773407936E0
4.103712391E2,1.228263974E0,2.337682724E0,4.093927383E0
4.103890537E2,1.619565845E0,2.248734236E0,5.593292236E0
4.104068708E2,1.476462126E0,2.094654560E0,4.711881638E0
4.104246868E2,6.895663142E-1,2.433916092E0,4.107439041E0
4.104424906E2,5.580485463E-1,2.898893118E0,1.551256180E0
4.104603128E2,1.410650492E0,8.732089996E-1,1.833184242E0
4.104781322E2,1.408980131E0,-3.296315193E0,7.465785027E0
4.104959498E2,-8.558440208E-1,-6.492544651E0,8.852017403E0
4.105137646E2,-8.627407551E-1,-4.861761093E0,4.577307701E0
4.105315750E2,6.910319328E-1,-2.106612921E0,9.356689453E-1
4.105493961E2,1.615131974E0,-1.083745718E0,-6.141805649E-1
4.105672114E2,2.612961054E0,-6.367571354E-1,-6.661701202E-2
4.105850261E2,3.020517588E0,-3.330721855E-1,-4.357337952E-2
4.106028425E2,3.091265678E0,2.682039738E-1,-7.886581421E-1
4.106206584E2,2.604676247E0,6.996605396E-1,-1.756143570E0
4.106384749E2,1.104922771E0,1.884210110E-1,-2.918259621E0
4.106562855E2,-2.195147574E-1,-5.191352367E-1,-3.529036045E0
4.106741054E2,-8.206838369E-1,-9.790244102E-1,-3.495706081E0
4.106919213E2,-1.225434065E0,-1.391656756E0,-3.317483425E0
4.107097365E2,-1.226685047E0,-1.439459801E0,-3.219418049E0
4.107275523E2,-1.164380312E0,-1.352763295E0,-2.934348583E0
4.107453681E2,-1.188936949E0,-1.216107845E0,-3.499208927E0
4.107631837E2,-1.203318000E0,-1.009807348E0,-4.227016449E0
4.107809986E2,-9.085369706E-1,-7.954077721E-1,-4.391721725E0
4.107988123E2,-4.396105111E-1,-5.043404102E-1,-3.587317944E0
4.108166334E2,-8.606421947E-2,-4.747254848E-1,-2.345910549E0
4.108344417E2,4.378277063E-1,-3.421115875E-2,-1.262498856E0
4.108522606E2,9.839130044E-1,7.971954346E-1,-2.019395828E-1
4.108700787E2,1.315448761E0,1.613938332E0,8.741655350E-1
4.108878929E2,1.444133759E0,2.320956707E0,2.363428116E0
4.109057088E2,1.132093906E0,2.269405842E0,3.465687752E0
4.109235240E2,6.934326291E-1,1.666875601E0,4.038909912E0
4.109413466E2,9.960608482E-1,1.589033842E0,4.606508255E0
4.109591559E2,1.091784477E0,1.843649149E0,5.109169006E0
4.109769718E2,6.627928615E-1,4.014341354E0,3.197702408E0
4.109947867E2,-2.988006771E-1,3.676517725E0,5.114774704E-1
4.110126027E2,-3.404999971E-1,6.369521618E-1,2.726990700E0
4.110304180E2,-7.605720758E-1,-2.886507988E0,6.119831085E0
4.110482343E2,-1.882240415E0,-4.965548515E0,6.768563271E0
4.110660445E2,-2.180755138E0,-3.371201038E0,1.859342575E0
4.110838640E2,-2.255444050E0,-1.647199392E0,-1.811193466E0
4.111016819E2,-2.452859640E0,-1.023695469E0,-2.554819584E0
4.111194929E2,-1.966423035E0,-1.335542560E0,-5.346765518E-1
4.111373071E2,-1.116262078E0,-1.696441650E0,9.059028625E-1
4.111551266E2,-5.769411325E-1,-2.363598347E0,1.629404068E0
4.111729445E2,-2.118370831E-1,-2.612555504E0,1.331498146E0
4.111907594E2,2.739789486E-1,-2.044700623E0,-5.136394501E-2
4.112085745E2,5.595825911E-1,-1.394317865E0,-1.725236416E0
4.112263903E2,7.775487900E-1,-4.715754986E-1,-3.736348152E0
4.112442062E2,6.853078604E-1,1.156558990E-1,-5.622190475E0
4.112620215E2,1.086203158E-1,-5.875229836E-2,-6.289029121E0
4.112798356E2,-1.436071098E-1,-6.755995750E-2,-6.053779125E0
4.112976541E2,-5.019569993E-1,-3.776500225E-1,-4.688705444E0
4.113154686E2,-9.744084477E-1,-6.894431114E-1,-3.881804943E0
4.113332839E2,-1.250373363E0,-6.560611725E-1,-3.147775650E0
4.113510997E2,-1.035949111E0,-4.799222946E-2,-2.586344242E0
4.113689154E2,-6.644723415E-1,9.330441952E-1,-1.726227760E0
4.113867299E2,-1.898186803E-1,1.674658775E0,-4.118967056E-1
4.114045482E2,6.979888678E-2,1.845271111E0,1.704957962E0
4.114223622E2,7.695727944E-1,2.149246693E0,3.123959541E0
4.114401781E2,1.652256727E0,2.440011740E0,4.510790825E0
4.114579937E2,1.929156780E0,2.444364786E0,5.069634438E0
4.114758098E2,1.495395422E0,2.164643288E0,4.629857063E0
4.114936243E2,5.686703920E-1,2.054483414E0,3.522693634E0
4.115114406E2,1.759401560E-1,1.191600561E0,1.617048264E0
4.115292562E2,9.722227454E-1,-3.398357630E-1,3.044152260E0
4.115470721E2,3.822202086E-1,-3.772344589E0,6.694522858E0
4.115648863E2,-1.453719616E0,-6.009635925E0,6.738571167E0
4.115827042E2,-6.721587181E-1,-3.664490223E0,2.336900711E0
4.116005140E2,1.041266680E0,-1.378983498E0,-8.491086960E-1
4.116183309E2,3.059866428E0,3.159236908E-1,-1.401853561E0
4.116361498E2,4.818476677E0,9.473974705E-1,1.014871597E0
4.116539627E2,4.581862450E0,5.879549980E-1,2.172791481E0
4.116717844E2,3.580592155E0,6.421867609E-1,1.266137123E0
4.116895917E2,1.912361383E0,2.431849241E-1,-3.695936203E-1
4.117074134E2,1.403757930E-1,-6.978683472E-1,-1.746532440E0
4.117252272E2,-7.387664914E-1,-1.227499723E0,-2.742787838E0
4.117430447E2,-1.230965137E0,-1.569338918E0,-3.534696102E0
4.117608586E2,-1.284395218E0,-1.517395377E0,-4.042707443E0
4.117786758E2,-1.170839310E0,-1.323099375E0,-4.536434174E0
4.117964908E2,-1.134762764E0,-1.161613703E0,-5.124166012E0
4.118143015E2,-1.123283505E0,-1.031010628E0,-5.798829556E0
4.118321226E2,-6.123744249E-1,-6.509149075E-1,-6.336924553E0
4.118499375E2,-1.428617835E-1,-5.247085094E-1,-4.979888916E0
4.118677533E2,6.275436282E-2,-5.222108364E-1,-3.892946720E0
4.118855690E2,7.155904174E-1,-1.056785583E-1,-1.169324875E0
4.119033849E2,8.989506960E-1,5.676267147E-1,4.832439423E-1
4.119211989E2,7.718583345E-1,1.231567621E0,1.591253281E0
4.119390168E2,6.304761171E-1,1.862566829E0,2.966306686E0
4.119568308E2,2.503079474E-1,1.959129333E0,3.954313278E0
4.119746368E2,-4.381795228E-1,1.635880589E0,4.123090744E0
4.119924625E2,-8.886641860E-1,9.343214035E-1,4.521757126E0
4.120102819E2,-5.521519184E-1,6.073594093E-1,5.352718353E0
4.120280941E2,-2.632789314E-1,1.318542004E0,5.087258339E0
4.120459099E2,1.012805700E-1,3.647318602E0,2.186491966E0
4.120637249E2,-4.256671071E-1,2.294730663E0,6.918106079E-1
4.120815409E2,-6.200718880E-1,-1.229816198E0,4.186428070E0
4.120993610E2,-2.200898886E0,-4.718620777E0,6.220107079E0
4.121171725E2,-2.804825306E0,-4.416843414E0,3.410386086E0
4.121349877E2,-2.454082251E0,-2.263734818E0,-5.862560272E-1
4.121528032E2,-2.462483644E0,-1.585085869E0,-1.627747059E0
4.121706190E2,-1.800792336E0,-1.408668756E0,-1.502552032E-1
4.121884349E2,-2.795287371E-1,-1.113891840E0,1.595309258E0
4.122062501E2,1.212798357E0,-7.143888474E-1,2.254579544E0
4.122240660E2,1.894539952E0,-6.563072205E-1,1.294548035E0
4.122418808E2,2.112040997E0,-4.095554352E-1,-8.636150360E-1
4.122597029E2,1.730610490E0,-2.151863575E-1,-3.004272938E0
4.122775126E2,6.918976307E-1,-4.577877522E-1,-4.750018597E0
4.122953242E2,-5.815029144E-3,-6.469016075E-1,-5.671947479E0
4.123131442E2,-4.488718212E-1,-8.208241463E-1,-6.156577110E0
4.123309599E2,-5.686339140E-1,-9.141564369E-1,-5.766043186E0
4.123487750E2,-9.758053422E-1,-1.296580911E0,-5.523225784E0
4.123665863E2,-1.124960899E0,-1.443266034E0,-4.577024460E0
4.123844066E2,-1.210883856E0,-1.249982357E0,-3.555914879E0
4.124022226E2,-1.166085720E0,-8.009440899E-1,-2.292229176E0
4.124200375E2,-1.019324780E0,1.325035095E-1,-1.993696213E0
4.124378522E2,-2.631907165E-1,1.674726725E0,-1.642889977E0
4.124556690E2,5.829859376E-1,2.562115669E0,7.032375336E-1
4.124734863E2,1.126136065E0,2.539434671E0,4.292078018E0
4.124912952E2,1.433298349E0,2.214803696E0,6.667925835E0
4.125091160E2,1.444448709E0,2.292265415E0,6.053925514E0
4.125269318E2,8.927679062E-1,1.660650492E0,5.236163139E0
4.125447474E2,8.328139782E-2,9.982807636E-1,4.428808212E0
4.125625679E2,-4.336535931E-3,1.822872877E0,2.247731209E0
4.125803783E2,1.233730674E0,1.501970053E0,8.003826141E-1
4.125981918E2,1.529499531E0,-2.047833920E0,4.708084106E0
4.126160123E2,-2.997535467E-1,-6.493721008E0,8.455534935E0
4.126338260E2,-6.022414565E-1,-5.577642441E0,4.813532829E0
4.126516398E2,8.674703240E-1,-1.548045516E0,-8.607215881E-1
4.126694521E2,2.905246496E0,1.222900867E0,-4.033235073E0
4.126872716E2,3.885920286E0,1.429030418E0,-2.278103352E0
4.127050875E2,4.059868813E0,8.565502167E-1,-1.032514572E-1
4.127229046E2,3.493949175E0,7.560393810E-1,6.770582199E-1
4.127407191E2,1.777668953E0,1.741123199E-2,9.523487091E-2
4.127585349E2,-3.262360096E-1,-1.231140256E0,-1.139697075E0
4.127763503E2,-1.354305983E0,-1.633063793E0,-2.249465466E0
4.127941660E2,-1.783244371E0,-1.897882342E0,-3.106127262E0
4.128119814E2,-1.524463654E0,-1.765252590E0,-3.264301300E0
4.128297975E2,-9.206510782E-1,-1.309424400E0,-3.247268200E0
4.128476123E2,-6.928730011E-1,-1.069472075E0,-3.819232464E0
4.128654284E2,-6.130524874E-1,-9.655345678E-1,-4.382585049E0
4.128832440E2,-3.940916061E-1,-7.661383152E-1,-4.885185242E0
4.129010551E2,-1.783912182E-1,-5.444619656E-1,-4.741416931E0
4.129188737E2,2.218365967E-1,-1.405024529E-1,-3.647116184E0
4.129366920E2,6.649636030E-1,3.265012503E-1,-1.309885979E0
4.129545067E2,6.482599974E-1,5.655078888E-1,6.200914383E-1
4.129723182E2,5.941905379E-1,1.175833344E0,1.434197426E0
