"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.008119348E1,1.118321538E0,9.636781216E-1,-2.117310047E0
4.009901972E1,2.435596734E-1,4.265972376E-1,-2.480044842E0
4.011684363E1,-5.165588260E-1,-1.225469112E-1,-2.861722469E0
4.013466785E1,-5.735410452E-1,3.175139427E-3,-2.891289711E0
4.015248865E1,-9.485216737E-1,-2.247916460E-1,-3.122500896E0
4.017030676E1,-9.489841461E-1,-6.573283672E-2,-3.303450584E0
4.018813422E1,-6.977350116E-1,2.112805843E-1,-2.915274620E0
4.020595722E1,-5.515622497E-1,2.042168379E-1,-2.276711464E0
4.022377912E1,-5.401731730E-1,1.819970608E-1,-1.744560242E0
4.024160199E1,-2.236870974E-1,4.371006489E-1,-1.187677383E0
4.025942444E1,3.163582087E-1,1.176103711E0,-5.892705917E-1
4.027724732E1,3.032591641E-1,1.705526948E0,6.498432159E-2
4.029506818E1,7.162165642E-1,2.045876503E0,4.349489212E-1
4.031288898E1,8.505758047E-1,1.580513239E0,2.314546585E0
4.033071460E1,4.972933829E-1,8.037427664E-1,4.372657776E0
4.034853803E1,5.178952217E-2,4.400991201E-1,5.369779587E0
4.036635993E1,3.768213093E-1,7.855184078E-1,4.641618729E0
4.038418256E1,3.960301578E-1,-2.996480465E-2,4.939280510E0
4.040200385E1,5.462494493E-2,-2.048407316E0,6.596516609E0
4.041982910E1,2.089903355E-1,-2.764599323E0,6.678112030E0
4.043765033E1,1.169291615E0,-1.858018398E0,4.501128197E0
4.045547302E1,1.746703148E0,-1.521213531E0,1.948907852E0
4.047329144E1,1.907849193E0,-1.405384421E0,-1.198120117E-1
4.049111859E1,2.329972029E0,-1.003102064E0,-1.885726452E0
4.050894080E1,2.497622013E0,-4.519969225E-1,-2.881230354E0
4.052676337E1,2.280465841E0,4.751336575E-2,-2.365088940E0
4.054458606E1,1.498713255E0,-6.326067448E-2,-1.688031673E0
4.056239691E1,3.949302435E-1,-6.035732627E-1,-1.640044212E0
4.058023084E1,-3.537647724E-1,-7.888929844E-1,-1.840754032E0
4.059804993E1,-8.734544516E-1,-9.578719139E-1,-1.971576214E0
4.061587927E1,-1.176402330E0,-1.007661223E0,-2.127776146E0
4.063369892E1,-1.256636620E0,-8.590010405E-1,-2.550079823E0
4.065152228E1,-1.227977157E0,-6.514421105E-1,-3.019555092E0
4.066934021E1,-1.066751480E0,-3.964515924E-1,-3.462429047E0
4.068716699E1,-8.746159077E-1,-2.309314013E-1,-3.795132160E0
4.070498963E1,-5.441936255E-1,1.726069450E-1,-4.045164585E0
4.072280084E1,-2.465164065E-1,5.726091862E-1,-3.695875168E0
4.074063434E1,-1.250242144E-1,6.670032740E-1,-2.834674358E0
4.075845709E1,-7.511888444E-2,7.042495012E-1,-1.590150833E0
4.077628357E1,7.678644359E-2,1.039353728E0,-7.983417511E-1
4.079410218E1,6.599782407E-2,1.053252578E0,3.305358887E-1
4.081192493E1,-3.983252347E-1,7.072194815E-1,1.812296867E0
4.082974750E1,-7.293043733E-1,7.246029377E-1,2.553936958E0
4.084756531E1,-8.403892517E-1,1.155288339E0,2.363507271E0
4.086539221E1,-9.289813638E-1,1.230770469E0,2.519694328E0
4.088321527E1,-9.869312048E-1,7.209687233E-1,3.297887802E0
4.090103748E1,-1.051842093E0,8.426071405E-1,3.275700569E0
4.091885938E1,-3.355762661E-1,4.877716303E-1,2.201929092E0
4.093668384E1,2.176203132E-1,-1.554408312E0,4.465502739E0
4.095450556E1,-2.696244717E-1,-3.975532055E0,8.509143829E0
4.097232434E1,-6.726467013E-1,-3.731672287E0,7.267834663E0
4.099015076E1,1.641371548E-1,-5.742148757E-1,2.968297958E0
4.100797302E1,1.279792070E0,2.508004904E0,-7.423353195E-1
4.102579584E1,-1.627920568E-2,2.022218466E0,-2.687747478E0
4.104361853E1,-1.659026742E0,-3.378343582E-2,-2.296792984E0
4.106144104E1,-2.232202530E0,-1.549365282E0,-1.442246437E0
4.107926337E1,-2.308278799E0,-2.458746672E0,-1.108866692E0
4.109708600E1,-1.680428147E0,-2.958904028E0,-4.482173920E-1
4.111490863E1,-7.340519428E-1,-3.040032387E0,3.896980286E-1
4.113273163E1,1.732330024E-1,-2.644909382E0,4.597873688E-1
4.115055335E1,8.871478438E-1,-1.491944075E0,-7.569236755E-1
4.116837659E1,1.384018898E0,-3.407778740E-1,-2.183499336E0
4.118619885E1,1.817367435E0,8.768368959E-1,-3.658401012E0
4.120402197E1,1.511924863E0,1.387490511E0,-4.862366676E0
4.122184235E1,4.520552158E-1,9.829440117E-1,-5.317345619E0
4.123966352E1,-2.121135592E-2,8.921923637E-1,-4.589364529E0
4.125748926E1,-5.912176967E-1,6.381797791E-1,-3.757482529E0
4.127530738E1,-1.009868860E0,5.051621199E-1,-3.170216084E0
4.129313410E1,-1.042768598E0,6.892294884E-1,-2.603198528E0
4.131095697E1,-6.105372310E-1,8.571636677E-1,-1.147315979E0
4.132877973E1,-5.374388695E-1,5.164173841E-1,3.488750458E-1
4.134660217E1,-6.775467396E-1,2.419109344E-1,1.512294769E0
4.136442444E1,-4.573068619E-1,3.750988245E-1,1.864373207E0
4.138224719E1,2.835665941E-1,9.327133894E-1,1.993046761E0
4.140006879E1,5.935543180E-1,9.044849873E-1,2.679912567E0
4.141789386E1,7.613893747E-1,9.755060673E-1,2.962646484E0
4.143571478E1,7.496137023E-1,1.147062421E0,2.599375725E0
4.145353748E1,9.476395845E-1,1.314600945E0,2.867259979E0
4.147136005E1,7.518384457E-1,1.694359064E0,3.349025726E0
4.148918274E1,1.071256995E0,1.982631564E0,2.273703575E0
4.150700470E1,1.584556818E0,1.200586796E0,2.212834358E0
4.152482862E1,1.296423793E0,-1.356512308E0,4.569534302E0
4.154264972E1,-1.058212519E-1,-4.132053375E0,5.651931763E0
4.156047327E1,-7.478758097E-1,-4.744697094E0,3.602166176E0
4.157829090E1,2.840934694E-1,-3.097917080E0,5.089540482E-1
4.159611810E1,1.530798674E0,-1.836289644E0,-1.192078590E0
4.161393775E1,2.801718712E0,-8.900468349E-1,-8.550033569E-1
4.163176154E1,3.599440813E0,-5.881810188E-2,5.629701614E-1
4.164958209E1,3.320137739E0,5.794359446E-1,9.753608704E-2
4.166740833E1,2.126582146E0,8.531963825E-1,-1.795723438E0
4.168522968E1,6.072663665E-1,2.713997364E-1,-2.927436829E0
4.170305365E1,-5.820841193E-1,-4.988037348E-1,-3.398105145E0
4.172087598E1,-1.210242748E0,-1.018009901E0,-3.897037506E0
4.173869940E1,-1.283270359E0,-1.248192549E0,-3.592228413E0
4.175652136E1,-1.276502848E0,-1.295358896E0,-3.584791660E0
4.177434906E1,-1.118220329E0,-1.099460363E0,-3.418213844E0
4.179216614E1,-9.657467604E-1,-9.284774065E-1,-3.750682831E0
4.180998865E1,-8.077802658E-1,-7.614713311E-1,-3.940238953E0
4.182781152E1,-6.612656713E-1,-6.880915165E-1,-3.618632317E0
4.184562946E1,-3.958147168E-1,-4.519423246E-1,-3.143060684E0
4.186345612E1,1.533974409E-1,1.219927073E-1,-2.316255569E0
4.188128266E1,3.442741930E-1,4.318262339E-1,-7.516202927E-1
4.189910144E1,4.511105716E-1,9.428426027E-1,4.857349396E-1
4.191692444E1,4.332574606E-1,1.529359102E0,1.356904984E0
4.193474524E1,1.873056442E-1,2.002285957E0,2.106525421E0
4.195257050E1,-1.881297380E-1,2.059316874E0,3.149269104E0
4.197039173E1,-4.600067139E-1,1.579356074E0,3.908027649E0
4.198821454E1,-6.382316947E-1,5.919830799E-1,4.924144745E0
4.200603668E1,-3.242940605E-1,1.118131876E-1,6.021828651E0
4.202385840E1,-2.855072916E-1,5.309550762E-1,5.779603958E0
4.204167151E1,-4.302373230E-1,2.876196384E0,3.466853142E0
4.205949982E1,-6.342892349E-2,3.668277264E0,3.563232422E-1
4.207732263E1,-4.942899942E-2,7.624340057E-1,2.348563194E0
4.209514862E1,-6.537927389E-1,-2.943265915E0,4.865060806E0
4.211297327E1,-1.720100403E0,-4.959061623E0,4.145418167E0
4.213079504E1,-1.764793158E0,-3.855431795E0,2.743072510E-1
4.214861212E1,-1.039534569E0,-2.304514170E0,-2.096629620E0
4.216643866E1,-1.119118214E0,-1.869755387E0,-2.958216667E0
4.218426355E1,-9.026309252E-1,-1.770470262E0,-2.288488865E0
4.220208539E1,-1.408308744E-3,-1.490270138E0,-1.079575539E0
4.221990711E1,9.001151323E-1,-1.362076998E0,-5.956087112E-1
4.223773004E1,1.641048551E0,-1.263984680E0,-2.724428177E-1
4.225555261E1,2.140292645E0,-9.376484156E-1,-3.846015930E-1
4.227337543E1,2.206885576E0,-2.915956974E-1,-1.415175438E0
4.229119763E1,1.703484654E0,2.066260576E-1,-2.569868088E0
4.230902014E1,1.088234901E0,5.138199329E-1,-3.827743053E0
4.232684143E1,6.170260310E-1,5.914326906E-1,-4.410600185E0
4.234466669E1,2.800727785E-1,5.296264887E-1,-4.401920795E0
4.236247687E1,2.024395615E-1,5.723928213E-1,-3.835669994E0
4.238030561E1,-2.380242944E-1,3.081469536E-1,-3.518539906E0
4.239813068E1,-7.514937520E-1,-7.514595985E-3,-2.716176033E0
4.241595795E1,-8.585244417E-1,9.714245796E-3,-2.275474548E0
4.243377771E1,-7.792758346E-1,1.869820356E-1,-1.526684761E0
4.245160047E1,-4.661737680E-1,7.088752985E-1,-9.407777786E-1
4.246942328E1,1.180516630E-1,1.424660206E0,-1.128072739E-1
4.248724573E1,4.515523612E-1,1.777527452E0,1.277929306E0
4.250506677E1,8.269320726E-1,1.951318622E0,2.627540588E0
4.252289221E1,1.054953694E0,1.886974335E0,3.270844460E0
4.254071277E1,1.427283525E0,1.974353552E0,3.639818192E0
4.255853607E1,1.284659266E0,1.340124965E0,4.440242767E0
4.257635791E1,2.435270846E-1,6.966583729E-1,4.365501404E0
4.259418085E1,-5.757030845E-1,1.014056802E0,2.140267372E0
4.261199866E1,4.227124155E-1,4.369789362E-1,7.732715607E-1
4.262982691E1,1.061648965E0,-2.715764999E0,4.505867958E0
4.264764746E1,-6.772949696E-1,-6.924864769E0,7.263244629E0
4.266547113E1,-8.168433309E-1,-6.764090538E0,5.611665726E0
4.268328919E1,1.006986260E0,-2.988858700E0,1.536597252E0
4.270111499E1,2.141593695E0,-9.215531945E-1,-1.343156815E0
4.271893970E1,3.277765751E0,1.831244230E-1,-1.247562408E0
4.273676105E1,3.554332256E0,2.427858114E-1,-2.242231369E-1
4.275458399E1,3.792299032E0,6.329590082E-1,2.295293808E-1
4.277240637E1,3.604782104E0,9.428730011E-1,-6.242942810E-2
4.279022858E1,2.657197952E0,7.456860542E-1,-8.479614258E-1
4.280805115E1,1.268159509E0,-2.181196213E-2,-1.777377605E0
4.282587299E1,2.926067412E-1,-5.733730793E-1,-2.426341057E0
4.284369306E1,-2.913433611E-1,-8.644273281E-1,-3.122316360E0
4.286151837E1,-7.404587865E-1,-9.070028663E-1,-3.676813602E0
4.287933753E1,-8.534216285E-1,-7.316187024E-1,-3.947205544E0
4.289716388E1,-9.406183362E-1,-5.540689826E-1,-4.305974007E0
4.291498688E1,-9.445449114E-1,-4.163914919E-1,-4.662580490E0
4.293280744E1,-8.783491850E-1,-6.294068098E-1,-4.310790062E0
4.295063263E1,-4.617527127E-1,-6.212166548E-1,-3.369230747E0
4.296845404E1,1.920406967E-1,-2.861216068E-1,-2.277042389E0
4.298627844E1,6.795977950E-1,3.423582315E-1,-1.410915375E0
4.300409894E1,7.062138915E-1,9.853849411E-1,-6.675128937E-1
4.302192157E1,4.321172237E-1,1.317078829E0,-3.090858459E-2
4.303974426E1,8.280630410E-2,1.751304388E0,2.660131454E-1
4.305756702E1,4.404883087E-2,2.012308121E0,1.524568558E0
4.307538904E1,-2.511906028E-1,1.522972941E0,3.048663139E0
4.309321179E1,-9.173872471E-1,6.502465010E-1,3.651910782E0
4.311103430E1,-1.033816218E0,-3.874957561E-2,4.220562935E0
4.312885596E1,-6.881762147E-1,1.494873762E-1,4.577106476E0
4.314667554E1,-1.174739599E0,1.733595610E0,2.549422264E0
4.316450061E1,-4.760094285E-1,2.066770315E0,-3.539104462E-1
4.318232093E1,6.142685413E-1,-7.068999410E-1,3.506613731E0
4.320014710E1,3.124953210E-1,-3.853392601E0,7.799469948E0
4.321796906E1,-5.582965612E-1,-4.699498177E0,6.677913666E0
4.323579193E1,-3.267641664E-1,-2.017628193E0,1.132367134E0
4.325361463E1,-8.776248097E-1,-6.192951202E-1,-2.705631733E0
4.327143720E1,-1.340977907E0,-3.362293243E-1,-3.310376644E0
4.328925910E1,-8.094218373E-1,-6.598933935E-1,-1.161161423E0
4.330708191E1,-2.237682343E-1,-1.240699172E0,2.563123703E-1
4.332490888E1,2.304770350E-1,-2.003088236E0,8.513374329E-1
4.334272693E1,4.145461917E-1,-2.422511101E0,1.115061760E0
4.336054914E1,5.172054172E-1,-2.423749208E0,8.499746323E-1
4.337836725E1,8.826556206E-1,-1.626626968E0,2.040958405E-2
4.339619446E1,1.067773938E0,-7.454354763E-1,-9.577474594E-1
4.341401727E1,1.197007895E0,1.104383469E-1,-2.035530567E0
4.343183808E1,1.168344140E0,7.120708227E-1,-2.901674747E0
4.344965869E1,8.892392516E-1,8.042272329E-1,-3.688042641E0
4.346748456E1,6.071392894E-1,5.895327330E-1,-3.672814846E0
4.348530261E1,1.695798784E-1,9.751820564E-2,-3.498100281E0
4.350312921E1,-2.004095316E-1,-1.904885769E-1,-3.810012341E0
4.352095209E1,-3.488717675E-1,-2.662720680E-1,-3.843574047E0
4.353877429E1,-3.915712237E-1,-1.862999201E-1,-3.365590096E0
4.355659729E1,-3.562851846E-1,-9.152543545E-2,-2.327188492E0
4.357441895E1,-3.427041471E-1,3.626867533E-1,-2.065886974E0
4.359224219E1,1.744925976E-5,1.068853140E0,-1.416446686E0
4.361006427E1,4.926874638E-1,1.641658664E0,4.994649887E-1
4.362788813E1,6.086705923E-1,1.862074852E0,2.131525993E0
4.364570831E1,9.959555268E-1,2.166918278E0,3.212162018E0
4.366353211E1,1.390718341E0,2.346065521E0,4.021096230E0
4.368135523E1,1.602412701E0,2.085472107E0,4.710736275E0
4.369917584E1,1.097130179E0,2.050326824E0,4.356622696E0
4.371700031E1,3.721579015E-1,2.223869324E0,1.994348526E0
4.373482270E1,7.584706545E-1,5.618482828E-1,6.163368225E-1
4.375264386E1,1.882101893E0,-2.420561314E0,4.507303238E0
4.377046716E1,-2.145452648E-1,-7.035594463E0,8.353302002E0
4.378828479E1,-1.249927282E0,-7.046099186E0,6.011431694E0
4.380611194E1,7.020838857E-1,-2.913124800E0,1.064361572E0
4.382393439E1,1.988343835E0,-5.372464657E-2,-2.678766727E0
4.384175733E1,2.451446533E0,9.935818911E-1,-3.334700584E0
4.385957544E1,2.350675344E0,5.885841846E-1,-1.241237640E0
4.387740204E1,2.035273314E0,2.565073967E-2,1.215696335E-1
4.389522327E1,1.921259880E0,1.468260288E-1,7.933959961E-1
4.391304846E1,1.488091588E0,3.338662386E-1,4.520664215E-1
4.393086810E1,2.599286139E-1,-1.689453125E-1,-2.348594666E-1
4.394869287E1,-8.286674619E-1,-8.040046096E-1,-9.138717651E-1
4.396651453E1,-1.281620502E0,-1.034222484E0,-1.596768379E0
4.398433338E1,-1.611258030E0,-1.198061466E0,-2.284442902E0
4.400215900E1,-1.527133942E0,-1.006621957E0,-3.266790390E0
4.401998163E1,-1.300320029E0,-7.823221087E-1,-3.848811150E0
4.403780426E1,-1.287187815E0,-8.426194191E-1,-4.356823444E0
4.405562708E1,-1.042923331E0,-6.771596670E-1,-4.973341465E0
4.407344885E1,-8.160832524E-1,-5.229067802E-1,-4.750997066E0
4.409127216E1,-6.188102365E-1,-4.332795143E-1,-4.291300774E0
4.410909436E1,-3.634876907E-1,-1.908082962E-1,-3.880394459E0
4.412691706E1,-1.308616251E-1,2.997493744E-2,-2.351901531E0
4.414473401E1,-1.847000048E-2,3.375073671E-1,-1.050970078E0
4.416255036E1,-8.042172343E-2,8.671983480E-1,-3.646087646E-1
4.418038397E1,-1.383899599E-1,1.379136562E0,3.158388138E-1
4.419820514E1,-2.302940488E-1,2.152338982E0,4.172515869E-1
4.421603015E1,-9.867422581E-1,2.000888824E0,3.056850433E-1
4.423385028E1,-1.747632146E0,9.748160839E-1,4.252071381E-1
4.425167511E1,-1.758789659E0,-4.309048653E-1,1.634992599E0
4.426949207E1,-1.180272579E0,-1.104991436E0,2.972811699E0
4.428731378E1,-9.058483839E-1,-8.782805204E-1,2.941495895E0
4.430514020E1,-1.745718956E0,1.089878798E0,7.837486267E-1
4.432296509E1,-1.556787252E0,1.194413185E0,-2.505426884E0
4.434078626E1,-9.316282719E-2,-2.644519806E-1,1.376507759E0
4.435860846E1,-7.021957040E-1,-3.466956854E0,6.802516937E0
4.437642658E1,-2.645337105E0,-5.521742821E0,9.079457283E0
4.439425379E1,-3.032627344E0,-4.098372459E0,5.000960350E0
4.441207654E1,-1.937031746E0,-1.409595251E0,2.995564461E0
4.442989856E1,-1.672655344E0,-5.384984016E-1,2.588770866E0
4.444772107E1,-8.115174770E-1,-1.772260666E-1,4.022566795E0
4.446554236E1,5.103230476E-1,4.774496555E-1,4.414450645E0
4.448336750E1,1.799610138E0,1.558594227E0,3.181192398E0
4.450118811E1,1.356202364E0,1.189671278E0,6.828680038E-1
4.451901111E1,-1.350290775E-1,-3.643465042E-2,-1.167154312E0
4.453683228E1,-1.021871209E0,-9.079476595E-1,-2.428266048E0
4.455465723E1,-1.403060198E0,-1.478797197E0,-3.119262695E0
4.457247809E1,-1.478784442E0,-1.757962584E0,-3.720911980E0
4.459029602E1,-1.154999852E0,-1.723563075E0,-4.408657074E0
4.460812317E1,-6.616547108E-1,-1.410888553E0,-4.926898956E0
4.462594592E1,-1.534751654E-1,-1.123293877E0,-5.146040916E0
4.464376764E1,3.590736389E-1,-6.471520662E-1,-4.807373047E0
4.466159052E1,4.629411995E-1,-4.578809738E-1,-3.974605083E0
4.467940827E1,4.121001959E-1,2.255989313E-1,-4.051491737E0
4.469723450E1,2.546600699E-1,8.698124886E-1,-4.030334473E0
4.471505774E1,9.455919266E-2,1.347436905E0,-2.854389191E0
4.473288068E1,4.594850540E-2,1.616974115E0,-7.503538132E-1
4.475070398E1,-7.826244831E-2,1.411713719E0,1.693385124E0
4.476852551E1,-3.468545675E-1,1.184756637E0,3.428711891E0
4.478634802E1,-9.853780866E-1,1.240257978E0,3.374533653E0
4.480417023E1,-1.366838932E0,1.624591708E0,3.848551750E0
4.482199256E1,-1.632982612E0,2.148374081E0,3.822344780E0
4.483981543E1,-9.563926458E-1,2.639702320E0,4.304163933E0
4.485763739E1,-5.536995530E-1,3.554914713E0,5.591916084E0
4.487546008E1,4.554811716E-1,4.268395901E0,3.125792503E0
4.489328601E1,1.125077009E0,2.610149145E0,2.562370300E0
4.491110028E1,3.981977701E-2,-2.636136055E0,5.251893997E0
4.492892584E1,-1.623545289E0,-6.114271164E0,4.650301933E0
4.494675110E1,-1.956315994E0,-5.302981377E0,2.977380753E-1
4.496457208E1,-1.264714241E0,-3.119146585E0,-3.211214542E0
4.498239496E1,-1.638808846E-1,-1.693739653E0,-3.605473518E0
4.500021918E1,1.054136753E0,-1.354179144E0,-1.495381355E0
4.501803705E1,1.591454506E0,-1.272073984E0,1.089856148E0
4.503586078E1,2.289036274E0,-2.058143616E-1,2.985288620E0
4.505368585E1,2.342411518E0,1.015298247E0,2.113615990E0
4.507150672E1,1.700662732E0,1.494714618E0,5.135049820E-1
4.508932550E1,6.627947688E-1,1.292425871E0,-1.232225418E0
4.510715174E1,-2.294437289E-1,7.688628435E-1,-2.287014484E0
4.512496570E1,-9.330925941E-1,1.427251101E-1,-3.195632935E0
4.514279157E1,-1.354669094E0,-5.893459320E-1,-3.297305107E0
4.516061902E1,-1.449772358E0,-1.008659363E0,-3.952199459E0
4.517842957E1,-1.243762732E0,-1.197809935E0,-4.763328552E0
4.519626453E1,-8.561922908E-1,-1.285319567E0,-5.050755978E0
4.521407300E1,-6.493735313E-1,-1.309851527E0,-4.403442383E0
4.523190912E1,-3.489188850E-1,-9.383501410E-1,-3.614916801E0
4.524973248E1,4.006854296E-1,1.194138527E-1,-2.604070663E0
4.526755390E1,8.866862059E-1,1.309065700E0,-2.048713684E0
4.528537604E1,8.517729044E-1,1.613830447E0,-6.863231659E-1
4.530319830E1,2.539136112E-1,1.465208650E0,6.770696640E-1
4.532102112E1,-7.212385535E-2,1.457211256E0,1.023157120E0
4.533884222E1,1.011497080E-1,1.802997112E0,5.173263550E-1
4.535666681E1,1.521119177E-1,1.130434275E0,1.935589790E0
4.537448340E1,-1.112498939E-1,4.360771179E-2,3.351572037E0
4.539230585E1,1.982371062E-1,-1.898176670E-1,5.064727783E0
4.541013342E1,-2.307364047E-1,1.798988223E0,4.497436523E0
4.542795539E1,2.620539963E-1,3.070973396E0,8.368835449E-1
4.544577814E1,9.955261350E-1,-1.421943903E-1,3.027127266E0
4.546359931E1,8.087814450E-1,-4.464411736E0,8.873802185E0
4.548142444E1,-6.990116835E-1,-6.029116631E0,8.960974693E0
4.549924469E1,-1.108261943E-1,-1.923452258E0,2.795194626E0
4.551706745E1,-1.482174546E-1,9.942462444E-1,-1.883127689E0
4.553488898E1,-9.778409600E-1,1.754852295E0,-2.642794132E0
4.555271381E1,-5.327171683E-1,9.582769871E-1,4.508848190E-1
4.557053473E1,4.339671135E-1,-5.093801022E-2,2.600568771E0
4.558835730E1,9.170303941E-1,-1.343140244E0,3.558593750E0
4.560617975E1,1.120711684E0,-1.598170996E0,2.165770531E0
4.562399970E1,1.407384276E0,-1.241915703E0,-3.438282013E-2
4.564182788E1,1.461435199E0,-7.284376621E-1,-2.013881683E0
4.565965320E1,1.568939924E0,-2.807140350E-1,-3.549785614E0
4.567746472E1,1.644697309E0,2.128475904E-1,-4.723791122E0
4.569528650E1,1.248939991E0,-6.807684898E-3,-4.850588799E0
4.571311530E1,8.569516540E-1,-2.066987753E-1,-4.845836163E0
4.573093659E1,3.061569035E-1,-4.757957458E-1,-5.061740875E0
4.574875916E1,-6.226702034E-2,-6.429703236E-1,-5.028041840E0
4.576658191E1,-3.132452369E-1,-7.780786753E-1,-4.065874577E0
4.578440369E1,-7.411788106E-1,-8.032757044E-1,-2.966533661E0
4.580222644E1,-1.040574908E0,-6.163940430E-1,-2.352882385E0
4.582004859E1,-2.842611372E-1,4.248105288E-1,-1.788827896E0
4.583787030E1,5.231776834E-1,9.499692917E-1,-2.190513611E-1
4.585569434E1,1.060898781E0,1.230162978E0,1.718898773E0
4.587351538E1,1.777060986E0,1.784770489E0,3.294800758E0
4.589133545E1,2.126610041E0,2.059670925E0,3.989678383E0
4.590915637E1,1.801460266E0,2.275819778E0,3.520236015E0
4.592698322E1,1.538690329E0,1.842644095E0,3.001397133E0
4.594480554E1,1.114855647E0,8.614332676E-1,3.359146118E0
4.596262073E1,5.484757423E-1,6.141759157E-1,3.568882942E0
4.598045081E1,1.542550683E0,4.726917744E-1,1.857235909E0
4.599827008E1,3.044715881E0,1.048531532E-1,1.851154327E0
4.601609821E1,2.344068766E0,-3.018717289E0,4.297433853E0
4.603391760E1,1.066492081E0,-4.688140392E0,3.709393501E0
4.605174036E1,1.015723705E0,-4.453124523E0,2.019430161E0
4.606955744E1,1.926554441E0,-2.791879177E0,3.640556335E-1
4.608738489E1,2.774493933E0,-1.588343978E0,-9.345340729E-2
4.610520868E1,3.578491211E0,-3.872483969E-1,7.702913284E-1
4.612302539E1,3.627804041E0,4.320520163E-1,1.264227867E0
4.614085340E1,3.051738501E0,9.330192804E-1,8.245773315E-1
4.615867560E1,1.873730779E0,6.804276705E-1,-2.007360458E-1
4.617649683E1,5.568883419E-1,2.770590782E-2,-1.435506821E0
4.619431513E1,-3.590141237E-1,-4.562324286E-1,-2.603598118E0
4.621214148E1,-1.033760667E0,-8.888292313E-1,-3.701679707E0
4.622996277E1,-1.376433849E0,-1.168431282E0,-4.318358421E0
4.624778760E1,-1.419539332E0,-1.252417445E0,-4.204120159E0
4.626560901E1,-1.463366866E0,-1.241546035E0,-4.288316250E0
4.628343103E1,-1.394746542E0,-8.492613435E-1,-5.131220818E0
4.630125348E1,-1.013750315E0,-5.744490623E-1,-5.297883511E0
4.631907605E1,-4.353136718E-1,-5.126233101E-1,-3.943556786E0
4.633689850E1,2.203734219E-2,-3.521244526E-1,-2.086250782E0
4.635472058E1,3.426527083E-1,1.932226419E-1,-9.607744217E-1
4.637254328E1,8.806626797E-1,1.359621048E0,-7.184877396E-1
4.639036560E1,8.740203381E-1,2.015795708E0,9.568595886E-2
4.640818836E1,5.086565018E-1,1.977607250E0,1.538520813E0
4.642601001E1,3.991293907E-2,1.602179170E0,2.734193802E0
4.644382703E1,-1.978941858E-1,7.806860209E-1,4.146954536E0
4.646165589E1,-1.507148147E-3,5.530190468E-2,5.977118492E0
4.647947370E1,7.816801965E-2,9.453001022E-1,6.518763542E0
4.649729492E1,4.033068419E-1,2.621843338E0,3.750949860E0
4.651512128E1,1.426746964E0,2.112448931E0,4.100202560E0
4.653294568E1,1.522153735E0,-9.715814590E-1,7.164118767E0
4.655076746E1,7.354675531E-1,-2.765284061E0,7.412513733E0
4.656858911E1,6.727853417E-2,-2.418501377E0,3.272101402E0
4.658641205E1,-2.488839626E-1,-1.067084908E0,-9.131021500E-1
4.660423413E1,-9.418904185E-1,-6.141443253E-1,-3.152585506E0
4.662205676E1,-1.011069059E0,-1.093575001E0,-1.984851837E0
4.663987787E1,-6.422734261E-1,-1.861989975E0,-2.713689804E-1
4.665770233E1,-2.948544621E-1,-2.501878262E0,7.073698044E-1
4.667551898E1,1.829676479E-1,-2.627331734E0,7.920742035E-1
4.669334821E1,7.584597468E-1,-2.042589188E0,2.571678162E-2
4.671116834E1,1.125983357E0,-1.278203964E0,-1.331830978E0
4.672899072E1,1.423384309E0,-3.794047832E-1,-2.580018997E0
4.674681372E1,1.307822227E0,3.114165068E-1,-3.967135906E0
4.676463574E1,9.084455967E-1,6.298140287E-1,-4.993290424E0
4.678245758E1,5.627668500E-1,6.075233221E-1,-5.344314575E0
4.680028430E1,2.927182019E-1,2.431156635E-1,-4.482128620E0
4.681810285E1,-1.743652970E-1,-3.034454584E-1,-3.485586166E0
4.683592566E1,-7.397149205E-1,-6.491110325E-1,-3.172036648E0
4.685374719E1,-1.034129977E0,-8.682072163E-1,-2.411909580E0
4.687156983E1,-8.844048381E-1,-2.881410122E-1,-2.028182983E0
4.688939246E1,-4.424670637E-1,4.839756489E-1,-1.656578064E0
4.690721497E1,1.201683804E-1,1.045754790E0,-3.856344223E-1
4.692502405E1,5.735108852E-1,1.503348112E0,6.806688309E-1
4.694285950E1,1.164166570E0,1.963561058E0,1.394626617E0
4.696068286E1,2.098529577E0,2.478188515E0,2.627296448E0
4.697850427E1,2.580567837E0,2.449056149E0,3.863121033E0
4.699632111E1,2.371728182E0,2.204309940E0,3.977536201E0
4.701415015E1,1.207696676E0,1.473623991E0,3.750996590E0
4.703197138E1,-2.055639178E-1,1.204740882E0,2.742628098E0
4.704979401E1,4.827300310E-1,9.355713129E-1,9.260349274E-1
4.706761579E1,1.672995090E0,-1.557495594E0,3.249679565E0
4.708543836E1,4.136689901E-1,-6.047999859E0,8.443477631E0
4.710326081E1,-7.687891722E-1,-7.220030308E0,7.775884628E0
4.712108338E1,9.302358627E-1,-2.969286919E0,2.002090454E0
4.713890509E1,2.505016327E0,-5.924057961E-2,-1.780384064E0
4.715672791E1,3.598010302E0,1.188599825E0,-2.238212585E0
4.717455030E1,3.918524027E0,8.939492702E-1,-4.669704437E-1
4.719237299E1,3.833727598E0,5.751640797E-1,6.087188721E-1
